    3,6,6:
1.800000 112.885380
1.800000 33.557310
3.000000 33.557310

    3,8,8:
2.000000 117.200570
2.000000 31.399715
3.414214 31.399715

    3,10,10:
2.099106 119.039351
2.099106 30.480325
3.618034 30.480325

    4,6,6:
1.590990 83.620630
1.590990 48.189685
2.121320 48.189685

    5,6,6:
1.644696 68.618721
1.644696 55.690640
1.854102 55.690640

    3,4,3,4:
0.918559 109.471221
0.918559 70.528779
0.918559 109.471221
0.918559 70.528779

    3,5,3,5:
1.063314 116.565051
1.063314 63.434949
1.063314 116.565051
1.063314 63.434949

    4,6,8:
1.939743 87.201964
1.450049 55.024696
2.364452 37.773340

    4,6,10:
2.190174 88.991802
1.394287 58.237920
2.575546 32.770278

    4,3,4,4:
1.082392 81.578942
0.837186 115.263174
0.837186 81.578942
1.082392 81.578942

    4,3,4,5:
1.239160 86.974155
0.804992 118.268677
0.804992 86.974155
1.239160 67.783012

    3,3,3,3,4:
0.842509 114.812074
0.593465 114.812074
0.593465 114.812074
0.593465 114.812074
0.842509 80.751702

    3,3,3,3,5:
1.019988 118.136623
0.582900 118.136623
0.582900 118.136623
0.582900 118.136623
1.019988 67.453509

